recording_id,spectrogram_path,spectrogram_path.1,duration_sec,low_freq_hz,peak_freq_hz,high_freq_hz,peak_amplitude_db,snr_db,latitude,longitude,ibra_bioregion,habitat,date,time_local,season,temp_celcius,humidity,sex,age_class,timestamp,hour,month,spec_fullpath,label,file_exists,label_idx,cnn_pred,cnn_conf,crnn_pred,crnn_conf,cluster_km
29-audio-3597238411__chunk000,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk000__mel.png,5,2629.9,3130.7,3855.2,85.7,18.8,-28.70864,127.85617,Simpson Strzelecki Dunefields,Eucalypt open woodland,20/08/2024,17:43,Winter,22.9,66.2,Male,Adult,2024-08-20 17:43:00,17,8,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\29-audio-3597238411__chunk000__mel.png,Simpson Strzelecki Dunefields,True,9,Simpson Strzelecki Dunefields,0.23125814,Great Victoria Desert,0.27949694,0
29-audio-3597238411__chunk001,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk001__mel.png,5,714.3,1034.6,1406.2,65.7,15.9,-21.38926,136.87901,Simpson Strzelecki Dunefields,Eucalypt open woodland,20/08/2024,12:51,Winter,26.9,31.8,Male,Adult,2024-08-20 12:51:00,12,8,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\29-audio-3597238411__chunk001__mel.png,Simpson Strzelecki Dunefields,True,9,Simpson Strzelecki Dunefields,0.32140946,Great Victoria Desert,0.29784143,0
29-audio-3597238411__chunk002,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk002__mel.png,5,301.6,674.3,2189.1,58.0,9.8,-21.19183,133.9099,Simpson Strzelecki Dunefields,Eucalypt open woodland,20/08/2024,10:13,Winter,28.6,66.5,Male,Adult,2024-08-20 10:13:00,10,8,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\29-audio-3597238411__chunk002__mel.png,Simpson Strzelecki Dunefields,True,9,Simpson Strzelecki Dunefields,0.22116962,Murray-Darling Depression,0.32542703,0
29-audio-3597238411__chunk003,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk003__mel.png,5,1341.3,1640.7,1924.3,68.0,10.9,-29.17229,122.31804,Simpson Strzelecki Dunefields,Eucalypt open woodland,20/08/2024,11:20,Winter,27.1,37.1,Male,Adult,2024-08-20 11:20:00,11,8,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\29-audio-3597238411__chunk003__mel.png,Simpson Strzelecki Dunefields,True,9,Simpson Strzelecki Dunefields,0.33266932,Great Victoria Desert,0.29102594,0
29-audio-3597238411__chunk004,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk004__mel.png,spectrograms/Lophochroa_leadbeateri/29-audio-3597238411__chunk004__mel.png,5,999.3,1335.9,1643.0,67.3,23.0,-31.32003,130.29385,Simpson Strzelecki Dunefields,Eucalypt open woodland,20/08/2024,14:57,Winter,26.3,15.5,Male,Adult,2024-08-20 14:57:00,14,8,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\29-audio-3597238411__chunk004__mel.png,Simpson Strzelecki Dunefields,True,9,Simpson Strzelecki Dunefields,0.38782236,Murray-Darling Depression,0.2898969,0
30-audio-929598995__chunk000,spectrograms/Lophochroa_leadbeateri/30-audio-929598995__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/30-audio-929598995__chunk000__mel.png,5,1780.3,2233.6,3189.6,98.7,12.7,-27.39033,130.11884,Mitchell Grass Downs,Spinifex grassland,3/07/2023,12:57,Autumn,21.2,60.1,Female,Adult,2023-07-03 12:57:00,12,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\30-audio-929598995__chunk000__mel.png,Mitchell Grass Downs,True,7,Simpson Strzelecki Dunefields,0.21056537,Great Victoria Desert,0.29027498,0
30-audio-929598995__chunk001,spectrograms/Lophochroa_leadbeateri/30-audio-929598995__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/30-audio-929598995__chunk001__mel.png,5,928.0,1232.1,1591.8,60.5,21.6,-19.45375,124.52448,Mitchell Grass Downs,Spinifex grassland,3/07/2023,12:45,Autumn,16.0,61.1,Female,Adult,2023-07-03 12:45:00,12,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\30-audio-929598995__chunk001__mel.png,Mitchell Grass Downs,True,7,Mitchell Grass Downs,0.4157983,Murray-Darling Depression,0.2752113,0
31-audio-9417050754__chunk000,spectrograms/Lophochroa_leadbeateri/31-audio-9417050754__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/31-audio-9417050754__chunk000__mel.png,5,591.4,928.5,1146.3,55.4,19.6,-29.26319,134.23149,Simpson Strzelecki Dunefields,Spinifex grassland,26/01/2023,7:59,Summer,19.7,27.1,Female,Adult,2023-01-26 07:59:00,7,1,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\31-audio-9417050754__chunk000__mel.png,Simpson Strzelecki Dunefields,True,9,Mitchell Grass Downs,0.2688634,Channel Country,0.23788787,0
31-audio-9417050754__chunk001,spectrograms/Lophochroa_leadbeateri/31-audio-9417050754__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/31-audio-9417050754__chunk001__mel.png,5,1116.2,1461.6,1903.8,62.4,22.8,-28.777,122.67343,Simpson Strzelecki Dunefields,Spinifex grassland,26/01/2023,12:46,Summer,38.8,72.6,Female,Adult,2023-01-26 12:46:00,12,1,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\31-audio-9417050754__chunk001__mel.png,Simpson Strzelecki Dunefields,True,9,Mitchell Grass Downs,0.3208389,Channel Country,0.24213533,0
31-audio-9417050754__chunk002,spectrograms/Lophochroa_leadbeateri/31-audio-9417050754__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/31-audio-9417050754__chunk002__mel.png,5,223.9,460.4,1563.2,47.4,8.0,-21.87641,129.00374,Simpson Strzelecki Dunefields,Spinifex grassland,26/01/2023,8:00,Summer,23.3,67.2,Female,Adult,2023-01-26 08:00:00,8,1,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\31-audio-9417050754__chunk002__mel.png,Simpson Strzelecki Dunefields,True,9,Simpson Strzelecki Dunefields,0.3723747,Murray-Darling Depression,0.32164946,0
32-audio-2075753007__chunk000,spectrograms/Lophochroa_leadbeateri/32-audio-2075753007__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/32-audio-2075753007__chunk000__mel.png,5,80.0,348.4,1472.4,65.2,17.7,-30.86971,133.73005,Murray-Darling Depression,Riparian woodland,23/07/2024,17:11,Autumn,24.7,43.3,Female,Adult,2024-07-23 17:11:00,17,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\32-audio-2075753007__chunk000__mel.png,Murray-Darling Depression,True,8,Gawler,0.6712749,Murray-Darling Depression,0.35043618,0
33-audio-9701686186__chunk000,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk000__mel.png,5,739.0,1087.4,1587.2,62.9,13.2,-21.81019,139.57995,Mitchell Grass Downs,Riparian woodland,30/10/2023,9:27,Winter,32.8,43.0,Female,Adult,2023-10-30 09:27:00,9,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\33-audio-9701686186__chunk000__mel.png,Mitchell Grass Downs,True,7,Mitchell Grass Downs,0.89785904,Central Ranges,0.26080638,2
33-audio-9701686186__chunk001,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk001__mel.png,5,2369.1,2745.1,3477.0,93.1,19.6,-18.21591,127.18811,Mitchell Grass Downs,Riparian woodland,30/10/2023,15:16,Winter,16.1,15.0,Female,Adult,2023-10-30 15:16:00,15,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\33-audio-9701686186__chunk001__mel.png,Mitchell Grass Downs,True,7,Mitchell Grass Downs,0.38255683,Great Victoria Desert,0.37330958,0
33-audio-9701686186__chunk002,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk002__mel.png,5,194.3,388.1,1846.6,55.0,17.9,-30.07904,133.76372,Mitchell Grass Downs,Riparian woodland,30/10/2023,11:16,Winter,26.7,75.9,Female,Adult,2023-10-30 11:16:00,11,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\33-audio-9701686186__chunk002__mel.png,Mitchell Grass Downs,True,7,Mitchell Grass Downs,0.62541795,Great Victoria Desert,0.37713358,1
33-audio-9701686186__chunk003,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/33-audio-9701686186__chunk003__mel.png,5,878.2,1088.1,1360.5,58.1,14.0,-19.7596,127.09844,Mitchell Grass Downs,Riparian woodland,30/10/2023,12:51,Winter,28.3,69.2,Female,Adult,2023-10-30 12:51:00,12,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\33-audio-9701686186__chunk003__mel.png,Mitchell Grass Downs,True,7,Mitchell Grass Downs,0.87999004,Murray-Darling Depression,0.36707592,0
34-audio-5298786511__chunk000,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk000__mel.png,5,307.0,658.8,2257.8,52.4,10.9,-30.0845,132.34769,Murray-Darling Depression,Spinifex grassland,19/07/2024,18:57,Autumn,18.4,55.5,Unknown,Unknown,2024-07-19 18:57:00,18,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\34-audio-5298786511__chunk000__mel.png,Murray-Darling Depression,True,8,Burt Plain,0.81036943,Great Victoria Desert,0.3944929,1
34-audio-5298786511__chunk001,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk001__mel.png,5,456.5,738.3,2134.2,65.5,15.0,-27.97003,124.12119,Murray-Darling Depression,Spinifex grassland,19/07/2024,8:20,Autumn,26.3,48.9,Unknown,Unknown,2024-07-19 08:20:00,8,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\34-audio-5298786511__chunk001__mel.png,Murray-Darling Depression,True,8,Burt Plain,0.92430604,Great Victoria Desert,0.37255096,1
34-audio-5298786511__chunk002,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk002__mel.png,5,1098.9,1459.8,1753.3,75.7,10.3,-30.47198,136.92972,Murray-Darling Depression,Spinifex grassland,19/07/2024,16:09,Autumn,13.1,50.7,Unknown,Unknown,2024-07-19 16:09:00,16,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\34-audio-5298786511__chunk002__mel.png,Murray-Darling Depression,True,8,Burt Plain,0.65102243,Great Victoria Desert,0.30365542,0
34-audio-5298786511__chunk003,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk003__mel.png,5,1962.6,2210.0,3086.8,96.8,11.4,-27.74685,137.73802,Murray-Darling Depression,Spinifex grassland,19/07/2024,5:20,Autumn,28.3,45.8,Unknown,Unknown,2024-07-19 05:20:00,5,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\34-audio-5298786511__chunk003__mel.png,Murray-Darling Depression,True,8,Burt Plain,0.56564575,Great Victoria Desert,0.26165414,0
34-audio-5298786511__chunk004,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk004__mel.png,spectrograms/Lophochroa_leadbeateri/34-audio-5298786511__chunk004__mel.png,5,528.3,772.8,2189.5,58.5,8.2,-27.50972,133.75745,Murray-Darling Depression,Spinifex grassland,19/07/2024,14:25,Autumn,30.9,28.7,Unknown,Unknown,2024-07-19 14:25:00,14,7,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\34-audio-5298786511__chunk004__mel.png,Murray-Darling Depression,True,8,Channel Country,0.4433587,Great Victoria Desert,0.26353306,0
35-audio-4143504006__chunk000,spectrograms/Lophochroa_leadbeateri/35-audio-4143504006__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/35-audio-4143504006__chunk000__mel.png,5,1214.6,1575.1,2169.5,99.0,14.9,-20.71333,125.06614,Gawler,Chenopod shrubland,5/10/2023,18:42,Winter,18.9,48.0,Female,Adult,2023-10-05 18:42:00,18,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\35-audio-4143504006__chunk000__mel.png,Gawler,True,4,Gawler,0.8484091,Murray-Darling Depression,0.36252353,1
35-audio-4143504006__chunk001,spectrograms/Lophochroa_leadbeateri/35-audio-4143504006__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/35-audio-4143504006__chunk001__mel.png,5,872.0,1267.9,1738.8,66.6,20.8,-27.28401,132.91453,Gawler,Chenopod shrubland,5/10/2023,14:13,Winter,21.6,13.8,Female,Adult,2023-10-05 14:13:00,14,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\35-audio-4143504006__chunk001__mel.png,Gawler,True,4,Gawler,0.80650806,Murray-Darling Depression,0.3530234,0
36-audio-5492771124__chunk000,spectrograms/Lophochroa_leadbeateri/36-audio-5492771124__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/36-audio-5492771124__chunk000__mel.png,5,919.2,1276.6,1754.9,65.4,20.3,-22.50839,131.41563,Central Ranges,Eucalypt open woodland,21/12/2024,7:38,Spring,28.3,82.1,Female,Adult,2024-12-21 07:38:00,7,12,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\36-audio-5492771124__chunk000__mel.png,Central Ranges,True,1,MacDonnell Ranges,0.25431156,Great Victoria Desert,0.3176513,0
36-audio-5492771124__chunk001,spectrograms/Lophochroa_leadbeateri/36-audio-5492771124__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/36-audio-5492771124__chunk001__mel.png,5,729.7,1088.9,1475.3,72.0,22.6,-18.39475,134.68709,Central Ranges,Eucalypt open woodland,21/12/2024,11:45,Summer,24.1,40.2,Female,Adult,2024-12-21 11:45:00,11,12,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\36-audio-5492771124__chunk001__mel.png,Central Ranges,True,1,MacDonnell Ranges,0.20483324,Great Victoria Desert,0.31013277,0
36-audio-5492771124__chunk002,spectrograms/Lophochroa_leadbeateri/36-audio-5492771124__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/36-audio-5492771124__chunk002__mel.png,5,2555.0,2882.4,3761.9,92.0,10.6,-26.20363,127.71744,Central Ranges,Eucalypt open woodland,21/12/2024,6:05,Summer,28.0,37.3,Female,Adult,2024-12-21 06:05:00,6,12,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\36-audio-5492771124__chunk002__mel.png,Central Ranges,True,1,Murray-Darling Depression,0.299615,Murray-Darling Depression,0.33340025,0
37-audio-5933238796__chunk000,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk000__mel.png,5,1318.4,1545.3,1929.3,71.3,22.0,-25.52081,128.93161,Simpson Strzelecki Dunefields,Eucalypt open woodland,9/10/2024,13:57,Spring,27.8,22.2,Female,Adult,2024-10-09 13:57:00,13,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\37-audio-5933238796__chunk000__mel.png,Simpson Strzelecki Dunefields,True,9,MacDonnell Ranges,0.18708384,Murray-Darling Depression,0.31875712,0
37-audio-5933238796__chunk001,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk001__mel.png,5,1340.7,1696.7,2695.9,83.9,9.8,-26.0808,133.15403,Simpson Strzelecki Dunefields,Eucalypt open woodland,9/10/2024,18:03,Spring,34.6,17.1,Female,Adult,2024-10-09 18:03:00,18,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\37-audio-5933238796__chunk001__mel.png,Simpson Strzelecki Dunefields,True,9,Finke,0.33091792,Channel Country,0.23753023,0
37-audio-5933238796__chunk002,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk002__mel.png,5,708.3,930.6,1207.5,61.2,20.5,-29.10171,127.43729,Simpson Strzelecki Dunefields,Eucalypt open woodland,9/10/2024,10:31,Spring,29.9,12.1,Female,Adult,2024-10-09 10:31:00,10,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\37-audio-5933238796__chunk002__mel.png,Simpson Strzelecki Dunefields,True,9,Finke,0.21011503,Murray-Darling Depression,0.24588262,0
37-audio-5933238796__chunk003,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/37-audio-5933238796__chunk003__mel.png,5,1081.4,1380.4,1809.8,69.1,18.2,-25.60967,126.32407,Simpson Strzelecki Dunefields,Eucalypt open woodland,9/10/2024,14:01,Spring,28.5,30.8,Female,Adult,2024-10-09 14:01:00,14,10,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\37-audio-5933238796__chunk003__mel.png,Simpson Strzelecki Dunefields,True,9,Simpson Strzelecki Dunefields,0.33462313,Channel Country,0.17769243,0
38-audio-2209763694__chunk000,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk000__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk000__mel.png,5,614.6,921.5,1320.2,79.2,10.6,-22.11884,127.43177,Great Victoria Desert,Acacia shrubland,7/05/2024,17:38,Autumn,24.5,80.3,Male,Adult,2024-05-07 17:38:00,17,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk000__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.45877334,Murray-Darling Depression,0.25347763,0
38-audio-2209763694__chunk001,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk001__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk001__mel.png,5,421.9,726.7,1656.9,64.3,16.3,-28.44031,138.53829,Great Victoria Desert,Acacia shrubland,7/05/2024,11:21,Autumn,38.3,83.9,Male,Adult,2024-05-07 11:21:00,11,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk001__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.36851913,Mitchell Grass Downs,0.229201,0
38-audio-2209763694__chunk002,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk002__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk002__mel.png,5,1188.8,1547.8,2034.3,65.6,18.3,-30.66931,133.09098,Great Victoria Desert,Acacia shrubland,7/05/2024,7:23,Autumn,32.9,53.8,Male,Adult,2024-05-07 07:23:00,7,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk002__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.45619264,Murray-Darling Depression,0.27409238,0
38-audio-2209763694__chunk003,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk003__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk003__mel.png,5,1245.9,1575.5,2021.0,69.4,18.9,-20.01279,133.35918,Great Victoria Desert,Acacia shrubland,7/05/2024,9:52,Autumn,28.1,61.0,Male,Adult,2024-05-07 09:52:00,9,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk003__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.41594395,Murray-Darling Depression,0.27043843,0
38-audio-2209763694__chunk004,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk004__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk004__mel.png,5,762.5,1098.0,1551.7,65.2,13.9,-18.49674,126.76276,Great Victoria Desert,Acacia shrubland,7/05/2024,11:01,Autumn,16.5,30.5,Male,Adult,2024-05-07 11:01:00,11,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk004__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.4215637,Mitchell Grass Downs,0.25455645,0
38-audio-2209763694__chunk005,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk005__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk005__mel.png,5,1207.4,1489.8,1770.5,78.5,13.7,-21.78259,135.58232,Great Victoria Desert,Acacia shrubland,7/05/2024,6:22,Autumn,33.6,26.6,Male,Adult,2024-05-07 06:22:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk005__mel.png,Great Victoria Desert,True,5,Murray-Darling Depression,0.3162101,Mitchell Grass Downs,0.19315428,0
38-audio-2209763694__chunk006,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk006__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk006__mel.png,5,2212.5,2770.4,3333.9,82.2,19.5,-29.83808,125.55801,Great Victoria Desert,Acacia shrubland,7/05/2024,9:04,Autumn,29.4,76.4,Male,Adult,2024-05-07 09:04:00,9,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk006__mel.png,Great Victoria Desert,True,5,Murray-Darling Depression,0.4274226,Murray-Darling Depression,0.1438273,0
38-audio-2209763694__chunk007,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk007__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk007__mel.png,5,708.3,930.6,1207.5,61.2,20.5,-29.10171,127.43729,Great Victoria Desert,Acacia shrubland,7/05/2024,10:31,Autumn,29.9,12.1,Male,Adult,2024-05-07 10:31:00,10,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk007__mel.png,Great Victoria Desert,True,5,Great Victoria Desert,0.4624776,Burt Plain,0.1339969,0
38-audio-2209763694__chunk008,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk008__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk008__mel.png,5,728.1,1031.2,1418.5,79.5,13.5,-31.31235,124.76483,Great Victoria Desert,Acacia shrubland,7/05/2024,5:53,Autumn,22.5,53.5,Male,Adult,2024-05-07 05:53:00,5,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk008__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.33236998,Murray-Darling Depression,0.27365026,0
38-audio-2209763694__chunk009,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk009__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk009__mel.png,5,395.4,739.3,1172.9,67.9,17.8,-28.18862,123.73504,Great Victoria Desert,Acacia shrubland,7/05/2024,17:38,Autumn,31.0,26.8,Male,Adult,2024-05-07 17:38:00,17,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk009__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.68065476,Murray-Darling Depression,0.299093,0
38-audio-2209763694__chunk010,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk010__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk010__mel.png,5,337.6,649.9,2202.4,48.7,12.1,-26.34352,130.53504,Great Victoria Desert,Acacia shrubland,7/05/2024,6:40,Autumn,26.4,32.3,Male,Adult,2024-05-07 06:40:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk010__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.64495265,Murray-Darling Depression,0.2814625,0
38-audio-2209763694__chunk011,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk011__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk011__mel.png,5,610.5,986.3,1205.6,63.1,18.0,-31.05474,122.95053,Great Victoria Desert,Acacia shrubland,7/05/2024,5:00,Autumn,21.5,68.5,Male,Adult,2024-05-07 05:00:00,5,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk011__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.4128782,Channel Country,0.24985477,0
38-audio-2209763694__chunk012,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk012__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk012__mel.png,5,344.2,510.9,1785.2,50.7,13.7,-31.28833,139.66497,Great Victoria Desert,Acacia shrubland,7/05/2024,11:33,Autumn,24.2,46.7,Male,Adult,2024-05-07 11:33:00,11,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk012__mel.png,Great Victoria Desert,True,5,Simpson Strzelecki Dunefields,0.3105456,Murray-Darling Depression,0.23743619,0
38-audio-2209763694__chunk013,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk013__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk013__mel.png,5,443.8,605.8,1056.2,53.9,19.0,-19.17957,132.21407,Great Victoria Desert,Acacia shrubland,7/05/2024,10:33,Autumn,23.7,16.6,Male,Adult,2024-05-07 10:33:00,10,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk013__mel.png,Great Victoria Desert,True,5,Murray-Darling Depression,0.4769998,Channel Country,0.26162037,0
