recording_id,spectrogram_path,spectrogram_path.1,duration_sec,low_freq_hz,peak_freq_hz,high_freq_hz,peak_amplitude_db,snr_db,latitude,longitude,ibra_bioregion,habitat,date,time_local,season,temp_celcius,humidity,sex,age_class,timestamp,hour,month,spec_fullpath,label,label_idx,cnn_pred,cnn_conf,crnn_pred,crnn_conf,dummy,PC1,PC2
38-audio-2209763694__chunk024,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk024__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk024__mel.png,5,621.5,955.0,1286.1,73.3,10.3,-27.42834,125.56058,Great Victoria Desert,Acacia shrubland,7/05/2024,15:53,Autumn,16.1,30.0,Male,Adult,2024-05-07 15:53:00,15,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk024__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.44828978,Channel Country,0.19867152,0,-6.15689,0.3480742
38-audio-2209763694__chunk025,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk025__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk025__mel.png,5,819.1,1099.1,1326.2,72.4,12.4,-28.62841,124.57439,Great Victoria Desert,Acacia shrubland,7/05/2024,15:52,Autumn,30.9,78.5,Male,Adult,2024-05-07 15:52:00,15,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk025__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.3280699,Channel Country,0.24577612,0,-3.1539953,-0.5226194
38-audio-2209763694__chunk026,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk026__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk026__mel.png,5,2395.2,2960.3,3487.6,89.4,16.8,-19.70288,128.82295,Great Victoria Desert,Acacia shrubland,7/05/2024,12:14,Autumn,33.3,65.4,Male,Adult,2024-05-07 12:14:00,12,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk026__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.5285626,Murray-Darling Depression,0.243541,0,-4.0211654,0.94802034
38-audio-2209763694__chunk027,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk027__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk027__mel.png,5,2369.1,2745.1,3477.0,93.1,19.6,-18.21591,127.18811,Great Victoria Desert,Acacia shrubland,7/05/2024,15:16,Autumn,16.1,15.0,Male,Adult,2024-05-07 15:16:00,15,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk027__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.8452988,Murray-Darling Depression,0.2807683,0,-2.2194366,0.4886562
38-audio-2209763694__chunk028,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk028__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk028__mel.png,5,739.0,1087.4,1587.2,62.9,13.2,-21.81019,139.57995,Great Victoria Desert,Acacia shrubland,7/05/2024,9:27,Autumn,32.8,43.0,Male,Adult,2024-05-07 09:27:00,9,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk028__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.5986745,Channel Country,0.24630557,0,-2.8229833,-0.26305464
38-audio-2209763694__chunk029,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk029__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk029__mel.png,5,456.5,738.3,2134.2,65.5,15.0,-27.97003,124.12119,Great Victoria Desert,Acacia shrubland,7/05/2024,8:20,Autumn,26.3,48.9,Male,Adult,2024-05-07 08:20:00,8,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk029__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.26483187,Channel Country,0.2445736,0,-4.328427,0.5951862
38-audio-2209763694__chunk030,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk030__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk030__mel.png,5,1760.6,2185.3,3017.2,90.2,18.9,-26.12979,133.64729,Great Victoria Desert,Acacia shrubland,7/05/2024,9:47,Autumn,23.5,44.1,Male,Adult,2024-05-07 09:47:00,9,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk030__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.30916497,Burt Plain,0.20296112,0,-3.8364472,-0.039216593
38-audio-2209763694__chunk031,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk031__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk031__mel.png,5,1325.1,1599.6,1888.0,73.2,11.7,-26.89113,139.25173,Great Victoria Desert,Acacia shrubland,7/05/2024,18:56,Autumn,28.6,34.7,Male,Adult,2024-05-07 18:56:00,18,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk031__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.45719504,Channel Country,0.2569996,0,-3.7748523,1.322555
38-audio-2209763694__chunk032,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk032__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk032__mel.png,5,1185.3,1423.7,1667.9,73.1,14.3,-21.71385,132.19557,Great Victoria Desert,Acacia shrubland,7/05/2024,12:42,Autumn,40.7,63.9,Male,Adult,2024-05-07 12:42:00,12,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk032__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.584711,Channel Country,0.22761923,0,-5.0591836,2.0213077
38-audio-2209763694__chunk033,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk033__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk033__mel.png,5,150.0,345.9,1929.9,56.5,15.4,-23.09028,132.30344,Great Victoria Desert,Acacia shrubland,7/05/2024,7:01,Autumn,33.9,34.0,Male,Adult,2024-05-07 07:01:00,7,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk033__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.55020463,Channel Country,0.240912,0,-1.3840395,-1.0359985
38-audio-2209763694__chunk034,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk034__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk034__mel.png,5,714.3,1034.6,1406.2,65.7,15.9,-21.38926,136.87901,Great Victoria Desert,Acacia shrubland,7/05/2024,12:51,Autumn,26.9,31.8,Male,Adult,2024-05-07 12:51:00,12,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk034__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.44246298,Burt Plain,0.22178207,0,-3.213108,0.6442157
38-audio-2209763694__chunk035,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk035__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk035__mel.png,5,1188.8,1547.8,2034.3,65.6,18.3,-30.66931,133.09098,Great Victoria Desert,Acacia shrubland,7/05/2024,7:23,Autumn,32.9,53.8,Male,Adult,2024-05-07 07:23:00,7,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk035__mel.png,Great Victoria Desert,5,Simpson Strzelecki Dunefields,0.32368568,Channel Country,0.2407243,0,-2.1920002,-1.3036257
38-audio-2209763694__chunk036,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk036__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk036__mel.png,5,2751.8,3152.1,3638.4,80.3,10.8,-30.15449,134.19786,Great Victoria Desert,Acacia shrubland,7/05/2024,6:42,Autumn,25.7,62.7,Male,Adult,2024-05-07 06:42:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk036__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.3477507,Channel Country,0.23450084,0,-0.58047026,-2.5269284
38-audio-2209763694__chunk037,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk037__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk037__mel.png,5,2395.2,2960.3,3487.6,89.4,16.8,-19.70288,128.82295,Great Victoria Desert,Acacia shrubland,7/05/2024,12:14,Autumn,33.3,65.4,Male,Adult,2024-05-07 12:14:00,12,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk037__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.23275077,Great Victoria Desert,0.25755036,0,2.4503143,-2.7027385
38-audio-2209763694__chunk038,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk038__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk038__mel.png,5,1185.3,1423.7,1667.9,73.1,14.3,-21.71385,132.19557,Great Victoria Desert,Acacia shrubland,7/05/2024,12:42,Autumn,40.7,63.9,Male,Adult,2024-05-07 12:42:00,12,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk038__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.37624702,Channel Country,0.22472551,0,-2.9492996,-0.7754968
38-audio-2209763694__chunk039,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk039__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk039__mel.png,5,337.6,649.9,2202.4,48.7,12.1,-26.34352,130.53504,Great Victoria Desert,Acacia shrubland,7/05/2024,6:40,Autumn,26.4,32.3,Male,Adult,2024-05-07 06:40:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk039__mel.png,Great Victoria Desert,5,Finke,0.36123025,Channel Country,0.17581059,0,-4.2331195,-0.23875089
38-audio-2209763694__chunk040,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk040__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk040__mel.png,5,2460.8,2812.1,3713.2,84.3,8.1,-24.00366,139.8934,Great Victoria Desert,Acacia shrubland,7/05/2024,5:32,Autumn,33.1,49.9,Male,Adult,2024-05-07 05:32:00,5,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk040__mel.png,Great Victoria Desert,5,Central Ranges,0.5121733,Channel Country,0.26490095,0,-9.060059,6.729585
38-audio-2209763694__chunk041,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk041__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk041__mel.png,5,872.0,1267.9,1738.8,66.6,20.8,-27.28401,132.91453,Great Victoria Desert,Acacia shrubland,7/05/2024,14:13,Autumn,21.6,13.8,Male,Adult,2024-05-07 14:13:00,14,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk041__mel.png,Great Victoria Desert,5,Central Ranges,0.6298262,Channel Country,0.2554536,0,-9.029298,7.354095
38-audio-2209763694__chunk042,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk042__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk042__mel.png,5,610.5,986.3,1205.6,63.1,18.0,-31.05474,122.95053,Great Victoria Desert,Acacia shrubland,7/05/2024,5:00,Autumn,21.5,68.5,Male,Adult,2024-05-07 05:00:00,5,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk042__mel.png,Great Victoria Desert,5,Central Ranges,0.54430825,Channel Country,0.28903502,0,-8.864463,6.828181
38-audio-2209763694__chunk043,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk043__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk043__mel.png,5,395.4,739.3,1172.9,67.9,17.8,-28.18862,123.73504,Great Victoria Desert,Acacia shrubland,7/05/2024,17:38,Autumn,31.0,26.8,Male,Adult,2024-05-07 17:38:00,17,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk043__mel.png,Great Victoria Desert,5,Central Ranges,0.54247755,Channel Country,0.2641077,0,-8.860661,6.681508
38-audio-2209763694__chunk044,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk044__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk044__mel.png,5,2395.2,2960.3,3487.6,89.4,16.8,-19.70288,128.82295,Great Victoria Desert,Acacia shrubland,7/05/2024,12:14,Autumn,33.3,65.4,Male,Adult,2024-05-07 12:14:00,12,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk044__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.46506232,Channel Country,0.28013077,0,-8.65295,4.740421
38-audio-2209763694__chunk045,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk045__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk045__mel.png,5,522.0,913.7,1210.1,75.7,11.2,-25.18678,130.83273,Great Victoria Desert,Acacia shrubland,7/05/2024,18:07,Autumn,20.1,46.6,Male,Adult,2024-05-07 18:07:00,18,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk045__mel.png,Great Victoria Desert,5,Central Ranges,0.5896224,Channel Country,0.23115636,0,-8.80268,7.2155437
38-audio-2209763694__chunk046,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk046__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk046__mel.png,5,769.1,992.2,1196.4,61.1,12.6,-31.25265,132.64059,Great Victoria Desert,Acacia shrubland,7/05/2024,14:31,Autumn,26.9,35.2,Male,Adult,2024-05-07 14:31:00,14,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk046__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.42763925,Channel Country,0.2546343,0,-8.302046,4.1383295
38-audio-2209763694__chunk047,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk047__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk047__mel.png,5,220.3,561.3,2000.7,57.3,13.2,-18.96269,124.1552,Great Victoria Desert,Acacia shrubland,7/05/2024,6:38,Autumn,34.9,60.0,Male,Adult,2024-05-07 06:38:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk047__mel.png,Great Victoria Desert,5,Central Ranges,0.65623116,Channel Country,0.253971,0,-10.195866,9.174078
38-audio-2209763694__chunk048,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk048__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk048__mel.png,5,517.8,789.4,1128.9,60.0,18.9,-29.37865,139.79487,Great Victoria Desert,Acacia shrubland,7/05/2024,16:27,Autumn,6.0,46.2,Male,Adult,2024-05-07 16:27:00,16,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk048__mel.png,Great Victoria Desert,5,Central Ranges,0.68547773,Central Ranges,0.25010347,0,-11.215003,10.904731
38-audio-2209763694__chunk049,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk049__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk049__mel.png,5,835.9,1021.3,1478.3,69.0,21.4,-25.9507,133.29156,Great Victoria Desert,Acacia shrubland,7/05/2024,13:10,Autumn,24.6,18.2,Male,Adult,2024-05-07 13:10:00,13,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk049__mel.png,Great Victoria Desert,5,Central Ranges,0.50277793,Channel Country,0.25174865,0,-8.183755,5.568769
38-audio-2209763694__chunk050,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk050__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk050__mel.png,5,598.8,833.8,1277.5,62.6,21.6,-25.56407,125.87891,Great Victoria Desert,Acacia shrubland,7/05/2024,15:25,Autumn,26.7,26.5,Male,Adult,2024-05-07 15:25:00,15,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk050__mel.png,Great Victoria Desert,5,Central Ranges,0.5294501,Central Ranges,0.2640414,0,-10.560915,8.234937
38-audio-2209763694__chunk051,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk051__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk051__mel.png,5,80.0,320.1,1834.1,63.7,17.9,-24.56021,133.87992,Great Victoria Desert,Acacia shrubland,7/05/2024,9:14,Autumn,34.9,38.7,Male,Adult,2024-05-07 09:14:00,9,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk051__mel.png,Great Victoria Desert,5,Central Ranges,0.49658373,Channel Country,0.2350749,0,-9.681408,7.143629
38-audio-2209763694__chunk052,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk052__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk052__mel.png,5,1207.4,1489.8,1770.5,78.5,13.7,-21.78259,135.58232,Great Victoria Desert,Acacia shrubland,7/05/2024,6:22,Autumn,33.6,26.6,Male,Adult,2024-05-07 06:22:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk052__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.54107744,Channel Country,0.29749653,0,-9.097264,5.3599434
38-audio-2209763694__chunk053,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk053__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk053__mel.png,5,528.3,772.8,2189.5,58.5,8.2,-27.50972,133.75745,Great Victoria Desert,Acacia shrubland,7/05/2024,14:25,Autumn,30.9,28.7,Male,Adult,2024-05-07 14:25:00,14,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk053__mel.png,Great Victoria Desert,5,Central Ranges,0.5792321,Channel Country,0.24254279,0,-9.607429,8.408324
38-audio-2209763694__chunk054,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk054__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk054__mel.png,5,150.0,345.9,1929.9,56.5,15.4,-23.09028,132.30344,Great Victoria Desert,Acacia shrubland,7/05/2024,7:01,Autumn,33.9,34.0,Male,Adult,2024-05-07 07:01:00,7,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk054__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.4499969,Channel Country,0.2606034,0,-7.4407406,2.5505877
38-audio-2209763694__chunk055,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk055__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk055__mel.png,5,714.3,1034.6,1406.2,65.7,15.9,-21.38926,136.87901,Great Victoria Desert,Acacia shrubland,7/05/2024,12:51,Autumn,26.9,31.8,Male,Adult,2024-05-07 12:51:00,12,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk055__mel.png,Great Victoria Desert,5,Central Ranges,0.44944182,Channel Country,0.23633972,0,-6.179371,1.6046506
38-audio-2209763694__chunk056,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk056__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk056__mel.png,5,1216.1,1473.4,1858.3,60.5,18.3,-23.12435,123.90615,Great Victoria Desert,Acacia shrubland,7/05/2024,6:57,Autumn,27.4,82.5,Male,Adult,2024-05-07 06:57:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk056__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.41636407,Channel Country,0.27604198,0,-6.8933873,1.6854292
38-audio-2209763694__chunk057,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk057__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk057__mel.png,5,955.8,1266.5,1545.7,73.6,20.9,-24.06287,135.6516,Great Victoria Desert,Acacia shrubland,7/05/2024,18:46,Autumn,24.1,49.6,Male,Adult,2024-05-07 18:46:00,18,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk057__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.48635685,Burt Plain,0.25667423,0,-6.3565936,1.474792
38-audio-2209763694__chunk058,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk058__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk058__mel.png,5,155.7,553.6,1356.9,45.4,17.9,-23.81506,124.28438,Great Victoria Desert,Acacia shrubland,7/05/2024,17:33,Autumn,26.3,51.1,Male,Adult,2024-05-07 17:33:00,17,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk058__mel.png,Great Victoria Desert,5,Murray-Darling Depression,0.4587873,Burt Plain,0.2514546,0,-3.3656082,0.92212003
38-audio-2209763694__chunk059,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk059__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk059__mel.png,5,715.9,966.4,1225.4,75.3,23.2,-19.37701,139.72223,Great Victoria Desert,Acacia shrubland,7/05/2024,18:45,Autumn,19.0,17.2,Male,Adult,2024-05-07 18:45:00,18,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk059__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.7361804,Channel Country,0.251628,0,-5.8508377,5.2928395
38-audio-2209763694__chunk060,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk060__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk060__mel.png,5,307.0,624.6,2034.9,46.5,10.4,-24.44662,128.09222,Great Victoria Desert,Acacia shrubland,7/05/2024,16:49,Autumn,29.3,68.1,Male,Adult,2024-05-07 16:49:00,16,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk060__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.5318316,Channel Country,0.2137049,0,-5.14385,1.0963981
38-audio-2209763694__chunk061,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk061__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk061__mel.png,5,971.4,1353.4,1750.1,78.7,14.8,-25.01656,131.5654,Great Victoria Desert,Acacia shrubland,7/05/2024,6:28,Autumn,25.6,79.0,Male,Adult,2024-05-07 06:28:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk061__mel.png,Great Victoria Desert,5,Central Ranges,0.29446942,Channel Country,0.2281356,0,-4.489913,0.54950583
38-audio-2209763694__chunk062,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk062__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk062__mel.png,5,819.1,1099.1,1326.2,72.4,12.4,-28.62841,124.57439,Great Victoria Desert,Acacia shrubland,7/05/2024,15:52,Autumn,30.9,78.5,Male,Adult,2024-05-07 15:52:00,15,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk062__mel.png,Great Victoria Desert,5,Central Ranges,0.4586888,Channel Country,0.21343876,0,-6.9749546,3.9300501
38-audio-2209763694__chunk063,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk063__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk063__mel.png,5,920.4,1178.3,1537.5,78.2,22.0,-28.27557,126.93442,Great Victoria Desert,Acacia shrubland,7/05/2024,8:33,Autumn,26.5,80.9,Male,Adult,2024-05-07 08:33:00,8,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk063__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.64134485,Channel Country,0.30905986,0,-8.7334585,4.837743
38-audio-2209763694__chunk064,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk064__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk064__mel.png,5,1216.1,1473.4,1858.3,60.5,18.3,-23.12435,123.90615,Great Victoria Desert,Acacia shrubland,7/05/2024,6:57,Autumn,27.4,82.5,Male,Adult,2024-05-07 06:57:00,6,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk064__mel.png,Great Victoria Desert,5,Central Ranges,0.4527594,Channel Country,0.25210276,0,-8.03542,2.7571871
38-audio-2209763694__chunk065,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk065__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk065__mel.png,5,397.8,636.1,2066.1,65.8,15.9,-26.16668,127.78782,Great Victoria Desert,Acacia shrubland,7/05/2024,15:29,Autumn,24.4,47.9,Male,Adult,2024-05-07 15:29:00,15,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk065__mel.png,Great Victoria Desert,5,Central Ranges,0.51502943,Central Ranges,0.22057025,0,-8.478572,7.55259
38-audio-2209763694__chunk066,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk066__mel.png,spectrograms/Lophochroa_leadbeateri/38-audio-2209763694__chunk066__mel.png,5,724.0,1070.4,1456.5,61.9,21.9,-19.35341,134.97253,Great Victoria Desert,Acacia shrubland,7/05/2024,18:29,Autumn,24.2,75.3,Male,Adult,2024-05-07 18:29:00,18,5,C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk066__mel.png,Great Victoria Desert,5,Great Victoria Desert,0.48701578,Channel Country,0.25445578,0,-8.233179,3.2878015
