spec_fullpath,label,ibra_bioregion,recording_id,time_local,longitude,latitude,TSNE1,TSNE2
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk037__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk037,12:14,128.82295,-19.70288,9.34222,-19.98667
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk038__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk038,12:42,132.19557,-21.71385,-14.331768,17.426346
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk039__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk039,6:40,130.53504,-26.34352,-11.4582615,-3.931716
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk040__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk040,5:32,139.8934,-24.00366,-42.35019,12.267821
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk041__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk041,14:13,132.91453,-27.28401,-45.63111,12.301664
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk042__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk042,5:00,122.95053,-31.05474,-43.666748,13.481079
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk043__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk043,17:38,123.73504,-28.18862,-43.189083,12.847415
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk044__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk044,12:14,128.82295,-19.70288,-39.205467,10.608
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk045__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk045,18:07,130.83273,-25.18678,-45.133644,13.69238
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk046__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk046,14:31,132.64059,-31.25265,-37.418365,8.574913
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk047__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk047,6:38,124.1552,-18.96269,-47.47271,10.378438
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk048__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk048,16:27,139.79487,-29.37865,-49.354874,9.520403
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk049__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk049,13:10,133.29156,-25.9507,-39.820766,13.036581
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk050__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk050,15:25,125.87891,-25.56407,-45.766907,9.873904
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk051__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk051,9:14,133.87992,-24.56021,-49.63105,13.300577
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk052__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk052,6:22,135.58232,-21.78259,-37.10603,10.82519
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk053__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk053,14:25,133.75745,-27.50972,-46.46001,14.17451
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk054__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk054,7:01,132.30344,-23.09028,-31.36745,8.582777
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk055__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk055,12:51,136.87901,-21.38926,-29.4856,8.748397
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk056__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk056,6:57,123.90615,-23.12435,-29.328571,10.782794
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk057__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk057,18:46,135.6516,-24.06287,-30.75206,10.730419
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk058__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk058,17:33,124.28438,-23.81506,-21.170351,18.701895
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk059__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk059,18:45,139.72223,-19.37701,-24.696758,21.83274
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk060__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk060,16:49,128.09222,-24.44662,-17.651728,17.205864
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk061__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk061,6:28,131.5654,-25.01656,-17.585238,14.7168665
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk062__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk062,15:52,124.57439,-28.62841,-36.093662,16.401232
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk063__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk063,8:33,126.93442,-28.27557,-36.483288,11.924956
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk064__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk064,6:57,123.90615,-23.12435,-32.97477,9.604662
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk065__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk065,15:29,127.78782,-26.16668,-45.487343,15.901234
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk066__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk066,18:29,134.97253,-19.35341,-34.317467,11.707702
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk067__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk067,6:46,127.55,-28.17198,-39.584137,8.648024
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk068__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk068,9:26,132.58951,-28.9532,-36.4583,9.572447
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk069__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk069,16:06,135.51509,-23.28208,-41.33011,8.219359
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk070__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk070,14:01,126.32407,-25.60967,-45.472523,11.064412
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk071__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk071,10:13,133.9099,-21.19183,-48.359447,11.537859
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk072__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk072,10:55,125.17441,-20.34459,-49.930607,10.838838
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk073__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk073,14:01,126.32407,-25.60967,-41.674923,13.874488
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk074__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk074,8:00,131.40052,-25.53582,-44.129036,10.498083
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk075__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk075,15:33,137.34288,-30.29243,-43.664757,8.469213
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk076__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk076,9:49,138.8985,-23.51181,-44.888355,14.600021
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk077__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk077,10:31,127.43729,-29.10171,-47.896698,8.726456
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk078__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk078,5:20,137.73802,-27.74685,-44.291645,11.482998
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk079__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk079,8:32,124.9756,-24.4069,-41.69658,15.320257
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk080__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk080,11:45,134.68709,-18.39475,-42.36537,10.841341
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk081__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk081,9:02,133.39252,-24.54189,-27.48975,7.690586
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\38-audio-2209763694__chunk082__mel.png,Great Victoria Desert,Great Victoria Desert,38-audio-2209763694__chunk082,5:32,139.8934,-24.00366,-2.8659124,-7.6599536
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk000__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk000,12:51,136.87901,-21.38926,-26.596275,-5.6166806
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk001__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk001,11:16,133.76372,-30.07904,-23.711441,-3.9244008
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk002__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk002,16:01,127.69185,-22.86594,-24.556587,-5.514564
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk003__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk003,5:00,122.95053,-31.05474,-27.768785,-4.3597403
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk004__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk004,16:11,131.36495,-24.94914,-31.50369,0.2634251
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk005__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk005,6:57,123.90615,-23.12435,-29.281261,-1.8219455
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk006__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk006,18:45,132.15907,-25.25531,-25.241974,-2.2255785
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk007__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk007,16:09,136.92972,-30.47198,-29.468771,-0.10090356
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk008__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk008,7:23,133.09098,-30.66931,-25.159645,-0.9614215
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk009__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk009,11:16,133.76372,-30.07904,-27.490171,-1.9704648
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\39-audio-8349283313__chunk010__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,39-audio-8349283313__chunk010,15:33,137.34288,-30.29243,-17.886093,-11.420705
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\40-audio-244040391__chunk000__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,40-audio-244040391__chunk000,5:48,137.28936,-28.66026,-21.225233,-5.89997
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\40-audio-244040391__chunk001__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,40-audio-244040391__chunk001,10:49,132.28219,-28.50857,-20.108362,-7.349339
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\40-audio-244040391__chunk002__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,40-audio-244040391__chunk002,18:45,132.15907,-25.25531,-19.571016,-0.7285054
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\40-audio-244040391__chunk003__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,40-audio-244040391__chunk003,11:21,138.53829,-28.44031,-8.844387,-12.29362
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\40-audio-244040391__chunk004__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,40-audio-244040391__chunk004,9:14,133.87992,-24.56021,-10.269414,-12.708126
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\40-audio-244040391__chunk005__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,40-audio-244040391__chunk005,18:30,131.65678,-25.04773,-12.440655,-13.998483
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk000__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk000,15:53,125.56058,-27.42834,0.89709663,16.68217
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk001__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk001,8:33,126.93442,-28.27557,5.694713,-22.288996
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk002__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk002,13:57,128.93161,-25.52081,6.5681005,-21.463121
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk003__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk003,12:42,132.19557,-21.71385,-2.6911092,-11.495451
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk004__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk004,6:22,135.58232,-21.78259,-1.601256,-10.530699
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk005__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk005,14:13,132.91453,-27.28401,3.543959,-22.745468
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk006__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk006,18:10,125.72264,-21.18706,-6.0422606,-7.010942
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk007__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk007,17:14,132.78889,-29.49024,-5.401667,-15.162453
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk008__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk008,8:58,137.8256,-18.04151,1.4242918,-19.559887
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\41-audio-6559994762__chunk009__mel.png,Channel Country,Channel Country,41-audio-6559994762__chunk009,15:25,125.87891,-25.56407,4.1866536,-21.647493
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk000__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk000,18:57,132.34769,-30.0845,17.539362,-18.359802
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk001__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk001,9:47,139.1011,-25.38102,15.873645,0.47319221
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk002__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk002,5:04,130.38363,-25.05016,20.813686,-17.63311
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk003__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk003,8:20,124.12119,-27.97003,6.8860908,-20.062952
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk004__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk004,17:38,127.43177,-22.11884,5.608562,-21.974243
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk005__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk005,12:14,128.82295,-19.70288,7.9504437,-12.850158
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk006__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk006,11:16,133.76372,-30.07904,0.049531665,-11.577303
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk007__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk007,6:22,135.58232,-21.78259,0.29626897,-12.108009
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk008__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk008,9:24,128.55546,-28.21251,-8.786341,-16.872051
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk009__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk009,9:52,139.07918,-19.90208,-5.6054316,-15.447141
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk010__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk010,11:20,122.31804,-29.17229,1.1432167,-20.373457
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk011__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk011,8:20,124.12119,-27.97003,2.2747755,-20.37817
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\42-audio-1229933196__chunk012__mel.png,Murray-Darling Depression,Murray-Darling Depression,42-audio-1229933196__chunk012,5:55,126.4292,-31.42489,10.197686,-25.438744
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC94554_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000__mel.png,Gawler,Gawler,XC94554_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000,18:56,139.25173,-26.89113,14.308943,-22.083591
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC94554_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk001__mel.png,Gawler,Gawler,XC94554_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk001,8:00,129.00374,-21.87641,14.040541,-22.07379
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC94554_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk002__mel.png,Gawler,Gawler,XC94554_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk002,6:10,130.87922,-23.78977,15.799221,-25.221024
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000__mel.png,Channel Country,Channel Country,XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000,7:57,136.09229,-23.0505,4.469529,8.777026
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk001__mel.png,Channel Country,Channel Country,XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk001,5:53,124.76483,-31.31235,4.156274,8.884329
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk002__mel.png,Channel Country,Channel Country,XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk002,16:04,138.35495,-19.54309,3.0751438,8.562378
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk003__mel.png,Channel Country,Channel Country,XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk003,8:32,124.9756,-24.4069,3.5913527,8.636965
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk004__mel.png,Channel Country,Channel Country,XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk004,10:46,123.68854,-18.1872,4.3522763,8.011384
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk005__mel.png,Channel Country,Channel Country,XC98281_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk005,18:10,125.72264,-21.18706,3.2163606,7.346843
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC187880_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,XC187880_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000,17:14,132.78889,-29.49024,14.314389,-25.723227
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000__mel.png,Central Ranges,Central Ranges,XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk000,18:45,139.72223,-19.37701,-3.6323035,8.47069
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk001__mel.png,Central Ranges,Central Ranges,XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk001,7:38,131.41563,-22.50839,-4.423277,8.314371
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk002__mel.png,Central Ranges,Central Ranges,XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk002,5:37,124.96294,-18.89539,-2.027848,12.761724
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk003__mel.png,Central Ranges,Central Ranges,XC286730_-_Major_Mitchells_Cockatoo_-_Lophochroa_leadbeateri__chunk003,8:33,126.93442,-28.27557,1.7332175,11.887343
